Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
                0.00    0.00       1/1           init_menu (menu_public.c:56 @ e01b) [3688]
[611]    0.0    0.00    0.00       1         reset_pixel_buffer (utils1.c:42 @ 7840) [611]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [295] HuffmanTree_makeTable (lodepng.c:712 @ 15875) [332] fill_triangle_texture (fill_triangle.c:217 @ ae49) [33] inner_loop (fill_triangle.c:144 @ b44b)
 [296] HuffmanTree_makeTable (lodepng.c:727 @ 15906) [333] fill_triangle_texture (fill_triangle.c:240 @ ae51) [126] inner_loop (fill_triangle.c:143 @ b44e)
 [122] _init                 [427] fill_triangle_texture (fill_triangle.c:244 @ ae5b) [71] inner_loop (fill_triangle.c:148 @ b451)
 [583] add_menu_widget (menu_public.c:61 @ e040) [428] fill_triangle_texture (fill_triangle.c:243 @ ae5f) [39] inner_loop (fill_triangle.c:144 @ b456)
 [588] add_obj_file_meshes (main.c:197 @ 36a0) [334] fill_triangle_texture (fill_triangle.c:246 @ af3f) [26] inner_loop (fill_triangle.c:149 @ b45b)
 [577] add_vec3 (vec3.c:213 @ 6370) [278] fill_triangle_texture (fill_triangle.c:247 @ af43) [44] inner_loop (fill_triangle.c:146 @ b467)
 [272] advanceBits (lodepng.c:568 @ 1545b) [335] fill_triangle_texture (fill_triangle.c:202 @ af55) [7] inner_loop (fill_triangle.c:149 @ b46b)
  [93] advanceBits (lodepng.c:569 @ 15467) [244] fill_triangle_texture (fill_triangle.c:240 @ af70) [8] inner_loop (fill_triangle.c:146 @ b46e)
 [133] advanceBits (lodepng.c:570 @ 1547f) [336] fill_triangle_texture (fill_triangle.c:250 @ b09d) [14] inner_loop (fill_triangle.c:147 @ b472)
 [273] advanceBits (lodepng.c:571 @ 15496) [337] fill_triangle_texture (fill_triangle.c:261 @ b208) [4] inner_loop (fill_triangle.c:148 @ b480)
 [230] append_buffer (get_next_line_utils.c:105 @ 10190) [338] fill_triangle_texture (fill_triangle.c:263 @ b212) [27] inner_loop (fill_triangle.c:149 @ b487)
 [176] append_buffer (get_next_line_utils.c:126 @ 103bc) [148] fill_triangle_texture (fill_triangle.c:265 @ b21c) [38] inner_loop (fill_triangle.c:152 @ b48c)
 [297] append_buffer (get_next_line_utils.c:114 @ 103d5) [429] fill_triangle_texture (fill_triangle.c:266 @ b226) [251] inner_loop (fill_triangle.c:157 @ b492)
 [298] append_next_sub (ft_split.c:46 @ f4b0) [339] fill_triangle_texture (fill_triangle.c:270 @ b230) [107] inner_loop (fill_triangle.c:153 @ b495)
 [589] arr_append (arr_append.c:20 @ fc10) [340] fill_triangle_texture (fill_triangle.c:278 @ b284) [60] inner_loop (fill_triangle.c:154 @ b49a)
 [292] call_clipping_xy (clipping_xy.c:250 @ ca40) [341] fill_triangle_texture (fill_triangle.c:270 @ b28c) [81] inner_loop (fill_triangle.c:155 @ b49e)
 [299] call_clipping_xy (clipping_xy.c:261 @ ca8a) [183] fill_triangle_texture (fill_triangle.c:271 @ b290) [361] inner_loop (fill_triangle.c:154 @ b4a3)
 [231] call_clipping_xy (clipping_xy.c:262 @ cfb0) [279] fill_triangle_texture (fill_triangle.c:270 @ b29e) [252] inner_loop (fill_triangle.c:155 @ b4a8)
 [232] call_clipping_xy (clipping_xy.c:268 @ d0c8) [245] fill_triangle_texture (fill_triangle.c:271 @ b2a2) [40] inner_loop (fill_triangle.c:157 @ b4ac)
 [598] clean_mlx (cleanup.c:4 @ e7d0) [430] fill_triangle_texture (fill_triangle.c:276 @ b2b2) [141] inner_loop (fill_triangle.c:154 @ b4b0)
 [541] cleanup (get_next_line_utils.c:16 @ fd00) [342] fill_triangle_texture (fill_triangle.c:281 @ b2b7) [17] inner_loop (fill_triangle.c:157 @ b4b5)
 [599] cleanup_exit (cleanup.c:31 @ e870) [164] fill_triangle_texture (fill_triangle.c:285 @ b2bd) [127] inner_loop (fill_triangle.c:156 @ b4c6)
 [397] clipp_loop (clipping_xy.c:240 @ caeb) [165] fill_triangle_texture (fill_triangle.c:286 @ b2bf) [49] inner_loop (fill_triangle.c:157 @ b4ca)
 [177] clipping_xy (clipping_xy.c:176 @ cbac) [166] fill_triangle_texture (fill_triangle.c:281 @ b2c5) [1] inner_loop (fill_triangle.c:156 @ b4ce)
 [175] clipping_z_near (clipping_z.c:126 @ c3a0) [246] fill_triangle_texture (fill_triangle.c:290 @ b3b6) [19] inner_loop (fill_triangle.c:160 @ b4d8)
 [152] clipping_z_near (clipping_z.c:126 @ c3e9) [184] fill_triangle_texture (fill_triangle.c:259 @ b3c8) [108] inner_loop (fill_triangle.c:139 @ b4dc)
 [300] clipping_z_near (clipping_z.c:137 @ c400) [601] free_fps_digit_textures (fps.c:57 @ 3c20) [67] inner_loop (fill_triangle.c:161 @ b4df)
 [153] clipping_z_near (clipping_z.c:193 @ c46e) [602] free_menu (menu_public.c:19 @ deb0) [92] inner_loop (fill_triangle.c:159 @ b4e2)
 [600] close_menu (menu_open_close.c:19 @ dd20) [538] ft_atoi (ft_atoi.c:23 @ ee50) [45] inner_loop (fill_triangle.c:160 @ b4e5)
 [301] count_inside_points (clipping_xy.c:160 @ cad0) [431] ft_atoi (ft_atoi.c:42 @ eea0) [142] inner_loop (fill_triangle.c:161 @ b4eb)
 [302] count_inside_points (clipping_xy.c:162 @ cad3) [432] ft_atoi (ft_atoi.c:44 @ eea3) [96] inner_loop (fill_triangle.c:139 @ b4f1)
 [303] count_inside_points (clipping_xy.c:156 @ cad6) [271] ft_atoi (ft_atoi.c:39 @ eeb9) [575] is_buffer_all_zeros (ft_realloc_copy_until_zeroed.c:16 @ faa0)
 [398] count_inside_points (clipping_xy.c:158 @ cae3) [552] ft_bzero (ft_bzero.c:16 @ e9f0) [576] key_hook (key_handlers.c:113 @ d580)
 [304] count_inside_points (clipping_xy.c:160 @ cae7) [533] ft_calloc (ft_calloc.c:16 @ eef0) [294] line_zplane_intersection (clipping_z.c:39 @ bc20)
 [399] count_inside_points (clipping_xy.c:156 @ cb69) [586] ft_free (ft_free.c:16 @ fcd0) [362] line_zplane_intersection (clipping_z.c:52 @ bcf5)
 [400] count_inside_points (clipping_xy.c:158 @ cb72) [540] ft_free_2darr (ft_free_2darr.c:16 @ fbb0) [592] load_obj_file (obj_parser.c:540 @ 9a30)
 [305] count_inside_points (clipping_xy.c:157 @ cc2e) [343] ft_free_2darr (ft_free_2darr.c:22 @ fbe5) [286] lodepng_convert_rgb (lodepng.c:3924 @ 1ba6c)
 [306] count_inside_points (clipping_xy.c:156 @ cc37) [582] ft_free_img (utils1.c:34 @ 7800) [453] lodepng_crc32 (lodepng.c:2662 @ 175d5)
 [401] count_inside_points (clipping_xy.c:157 @ cc47) [567] ft_hook (main.c:143 @ 32a0) [287] lodepng_crc32 (lodepng.c:2663 @ 175fb)
 [307] count_inside_points (clipping_xy.c:156 @ cc52) [293] ft_isdigit (ft_isdigit.c:14 @ e910) [363] lodepng_crc32 (lodepng.c:2665 @ 1765b)
 [402] count_inside_points (clipping_xy.c:157 @ cc62) [227] ft_memcpy (ft_memcpy.c:16 @ ea20) [364] lodepng_crc32 (lodepng.c:2668 @ 176cf)
 [308] count_inside_points (clipping_xy.c:160 @ cdd0) [216] ft_memcpy (ft_memcpy.c:20 @ ea35) [365] lodepng_memcpy (lodepng.c:121 @ 1482a)
 [403] count_inside_points (clipping_xy.c:158 @ ce1e) [217] ft_memcpy (ft_memcpy.c:22 @ ea3a) [25] lodepng_memcpy (lodepng.c:123 @ 1483e)
 [207] count_inside_points (clipping_xy.c:160 @ ce27) [94] ft_memcpy (ft_memcpy.c:28 @ ea3f) [454] lodepng_memcpy (lodepng.c:124 @ 14872)
 [309] count_inside_points (clipping_xy.c:158 @ ce88) [185] ft_memcpy (ft_memcpy.c:31 @ ea78) [23] lodepng_memset (lodepng.c:129 @ 14889)
 [310] count_inside_points (clipping_xy.c:158 @ cebf) [218] ft_memcpy (ft_memcpy.c:29 @ ea98) [593] make_mesh_render_rdy (init.c:86 @ e6a0)
 [311] count_inside_points (clipping_xy.c:160 @ cecf) [91] ft_memcpy (ft_memcpy.c:28 @ eaa2) [555] mat4x4_mult_mat4x4 (matrix_mult.c:27 @ a4c0)
 [134] cpy_triangle_data_rasterize (draw.c:244 @ 54b8) [95] ft_memcpy (ft_memcpy.c:29 @ ead3) [559] matrix_look_at (init_matrix.c:219 @ a3f0)
 [270] cpy_triangle_data_rasterize (draw.c:242 @ 54cf) [186] ft_memcpy (ft_memcpy.c:28 @ eafa) [63] matrix_mult_vec3_4x4 (matrix_mult.c:61 @ a890)
 [404] cpy_triangle_data_rasterize (draw.c:244 @ 54d3) [187] ft_memcpy (ft_memcpy.c:29 @ eb03) [5] matrix_mult_vec3_4x4 (matrix_mult.c:62 @ a8a2)
 [291] cross_product (vec3.c:99 @ 5f90) [344] ft_memcpy (ft_memcpy.c:29 @ eb15) [75] matrix_mult_vec3_4x4 (matrix_mult.c:63 @ a8f1)
 [405] cross_product (vec3.c:106 @ 5f9e) [280] ft_memcpy (ft_memcpy.c:29 @ eb27) [89] matrix_mult_vec3_4x4 (matrix_mult.c:64 @ a914)
 [406] cross_product (vec3.c:102 @ 5faa) [281] ft_memcpy (ft_memcpy.c:28 @ eb2f) [58] matrix_mult_vec3_4x4 (matrix_mult.c:65 @ a938)
 [233] cross_product (vec3.c:106 @ 5fb2) [345] ft_memcpy (ft_memcpy.c:28 @ eb41) [128] matrix_mult_vec3_4x4 (matrix_mult.c:66 @ a95f)
 [234] cross_product (vec3.c:102 @ 5fbb) [346] ft_memcpy (ft_memcpy.c:29 @ eb4b) [560] matrix_point_at (init_matrix.c:179 @ a140)
 [312] cross_product (vec3.c:107 @ 5fe5) [140] ft_memcpy (ft_memcpy.c:29 @ eb5d) [568] menu_handler (menu_public.c:36 @ df50)
 [313] cross_product (vec3.c:104 @ 5fe6) [219] ft_memcpy (ft_memcpy.c:29 @ eb6f) [608] mtl_len (obj_parser.c:364 @ 91a0)
 [573] cursor_hook (key_handlers.c:152 @ d830) [220] ft_memcpy (ft_memcpy.c:28 @ eb77) [545] my_str_cpy (get_next_line_utils.c:64 @ fe30)
 [584] cursor_menu (menu_hooks.c:65 @ e2e0) [188] ft_memcpy (ft_memcpy.c:28 @ ec0a) [70] my_str_cpy (get_next_line_utils.c:70 @ 10358)
 [571] display_digit (fps.c:84 @ 3e20) [547] ft_powint (ft_powint.c:16 @ f820) [109] my_str_cpy (get_next_line_utils.c:71 @ 1037c)
 [572] display_fps (fps.c:136 @ 40c0) [553] ft_put_pixel_fin_index (utils1.c:161 @ 8150) [455] my_str_cpy (get_next_line_utils.c:70 @ 10380)
 [566] display_fps_hook (fps.c:170 @ 42b0) [396] ft_split (ft_split.c:66 @ f3f0) [456] my_str_cpy (get_next_line_utils.c:71 @ 10383)
 [532] dot_prod_unit (vec3.c:110 @ 6010) [534] ft_strchr (ft_strchr.c:16 @ ed00) [199] my_str_cpy (get_next_line_utils.c:74 @ 10386)
 [154] dot_prod_unit (vec3.c:111 @ 601e) [574] ft_strcmp (ft_strncmp.c:34 @ ee00) [366] my_str_cpy (get_next_line_utils.c:74 @ 103a4)
 [314] dot_prod_unit (vec3.c:112 @ 603e) [581] ft_strjoin (ft_strjoin.c:16 @ ef50) [367] my_str_cpy (get_next_line_utils.c:83 @ 103b3)
 [556] draw_mesh (draw.c:336 @ 57a0) [580] ft_strlcpy (ft_strlcpy.c:16 @ ec90) [368] my_str_cpy (get_next_line_utils.c:75 @ 10410)
 [235] draw_mesh (draw.c:367 @ 5970) [537] ft_strlen (ft_strlen.c:16 @ e930) [369] my_str_cpy (get_next_line_utils.c:74 @ 10415)
 [315] draw_mesh (draw.c:370 @ 5981) [539] ft_strncmp (ft_strncmp.c:16 @ edb0) [253] my_str_cpy (get_next_line_utils.c:80 @ 10429)
 [143] draw_mesh (draw.c:372 @ 599e) [578] ft_strtrim (ft_strtrim.c:27 @ f1d0) [370] my_str_cpy (get_next_line_utils.c:80 @ 10445)
 [101] draw_mesh (draw.c:373 @ 59b3) [347] getPixelColorsRGBA8 (lodepng.c:3633 @ 1a213) [594] obj_parser_count (obj_parser.c:59 @ 8450)
  [98] draw_mesh (draw.c:374 @ 59ca) [542] get_current_file (get_next_line_utils.c:38 @ fd80) [595] obj_parser_fill_vertexes (obj_parser.c:118 @ 8730)
  [11] draw_mesh (draw.c:378 @ 59e1) [569] get_direction (vec3.c:337 @ 6640) [371] obj_parser_handle_faces (obj_parser.c:334 @ 8efc)
 [407] draw_mesh (draw.c:379 @ 5ac7) [603] get_fps_digit_texture (fps.c:35 @ 3b90) [596] obj_parser_handle_faces (obj_parser.c:287 @ 90d0)
 [130] draw_mesh (draw.c:378 @ 5ad2) [543] get_next_line (get_next_line.c:69 @ f6f0) [597] obj_parser_parse_mtl_libs (obj_parser.c:494 @ 9890)
 [408] draw_mesh (draw.c:379 @ 5ae2) [348] get_str_count (ft_split.c:24 @ f430) [61] paethPredictor (lodepng.c:4241 @ 1ba6e)
  [28] draw_mesh (draw.c:381 @ 5aea) [247] get_unset_last_used_index (clipping_xy.c:54 @ d018) [86] paethPredictor (lodepng.c:4244 @ 1ba87)
 [316] draw_mesh (draw.c:389 @ 5b9f) [64] get_unset_used_index (clipping_xy.c:71 @ cbcf) [110] paethPredictor (lodepng.c:4245 @ 1ba9c)
 [274] draw_mesh (draw.c:407 @ 5bda) [51] get_unset_used_index (clipping_xy.c:69 @ cbe2) [62] paethPredictor (lodepng.c:4247 @ 1bab1)
 [275] draw_mesh (draw.c:390 @ 5be2) [31] get_unset_used_index (clipping_xy.c:71 @ cbeb) [111] paethPredictor (lodepng.c:4249 @ 1bad6)
 [155] draw_mesh (draw.c:416 @ 5bea) [570] handle_movement_per_frame (main.c:27 @ 2e00) [68] paethPredictor (lodepng.c:4250 @ 1baef)
 [409] draw_mesh (draw.c:407 @ 5c1f) [579] handle_open_menu (menu.c:103 @ dbf0) [548] parse_face_normals (obj_parser.c:207 @ 8b70)
 [208] draw_mesh (draw.c:409 @ 5c27) [189] huffmanDecodeSymbol (lodepng.c:1073 @ 15ffe) [549] parse_face_vertex (obj_parser.c:182 @ 8a50)
 [410] draw_mesh (draw.c:407 @ 5c33) [248] huffmanDecodeSymbol (lodepng.c:1074 @ 16012) [609] parse_mtl (obj_parser.c:421 @ 9320)
 [411] draw_mesh (draw.c:409 @ 5c3f) [118] huffmanDecodeSymbol (lodepng.c:1075 @ 16027) [112] peekBits (lodepng.c:564 @ 1543f)
 [317] draw_mesh (draw.c:416 @ 5c4b) [190] huffmanDecodeSymbol (lodepng.c:1076 @ 16040) [372] peekBits (lodepng.c:565 @ 15459)
 [412] draw_mesh (draw.c:419 @ 5c6e) [282] huffmanDecodeSymbol (lodepng.c:1078 @ 16060) [229] projection_matrix (init_matrix.c:57 @ 9e80)
  [99] draw_mesh (draw.c:417 @ 5c7b) [433] huffmanDecodeSymbol (lodepng.c:1079 @ 16073) [373] projection_matrix (init_matrix.c:58 @ 9e8e)
  [57] draw_mesh (draw.c:421 @ 5c91) [590] ident_mat_4x4 (init_matrix.c:97 @ 9f30) [374] projection_matrix (init_matrix.c:74 @ 9ec4)
 [413] draw_mesh (draw.c:367 @ 5cf7) [434] inflateHuffmanBlock (lodepng.c:1255 @ 1686a) [132] rasterize (draw.c:251 @ 5280)
 [236] ensureBits25 (lodepng.c:525 @ 15085) [283] inflateHuffmanBlock (lodepng.c:1260 @ 1686f) [200] rasterize (draw.c:251 @ 52e9)
 [414] ensureBits25 (lodepng.c:528 @ 150b3) [191] inflateHuffmanBlock (lodepng.c:1261 @ 16883) [375] rasterize (draw.c:259 @ 5333)
 [415] ensureBits25 (lodepng.c:529 @ 150e6) [349] inflateHuffmanBlock (lodepng.c:1265 @ 168da) [376] rasterize (draw.c:265 @ 5349)
 [416] ensureBits25 (lodepng.c:539 @ 15213) [350] inflateHuffmanBlock (lodepng.c:1267 @ 168f6) [377] rasterize (draw.c:267 @ 53c3)
 [276] ensureBits32 (lodepng.c:542 @ 15216) [435] inflateHuffmanBlock (lodepng.c:1269 @ 16936) [457] rasterize (draw.c:267 @ 53d5)
 [123] ensureBits32 (lodepng.c:543 @ 15222) [192] inflateHuffmanBlock (lodepng.c:1275 @ 16956) [288] rasterize (draw.c:270 @ 53da)
 [209] ensureBits32 (lodepng.c:544 @ 15232) [221] inflateHuffmanBlock (lodepng.c:1278 @ 1697b) [378] rasterize (draw.c:278 @ 5401)
  [79] ensureBits32 (lodepng.c:546 @ 15250) [249] inflateHuffmanBlock (lodepng.c:1279 @ 169a0) [255] rasterize (draw.c:285 @ 5421)
 [144] ensureBits32 (lodepng.c:547 @ 15283) [351] inflateHuffmanBlock (lodepng.c:1281 @ 169a9) [256] rasterize (draw.c:284 @ 543a)
 [237] ensureBits32 (lodepng.c:547 @ 152a0) [436] inflateHuffmanBlock (lodepng.c:1282 @ 169bd) [257] rasterize (draw.c:285 @ 5442)
 [238] ensureBits32 (lodepng.c:546 @ 152bf) [437] inflateHuffmanBlock (lodepng.c:1286 @ 169db) [458] rasterize (draw.c:286 @ 5456)
 [239] ensureBits32 (lodepng.c:548 @ 152c6) [352] inflateHuffmanBlock (lodepng.c:1287 @ 169ef) [459] rasterize (draw.c:285 @ 545a)
  [59] ensureBits32 (lodepng.c:549 @ 152e3) [167] inflateHuffmanBlock (lodepng.c:1295 @ 16a3b) [226] rasterize (draw.c:286 @ 54a3)
 [318] fast_line_intersect (clipping_xy.c:98 @ c8ac) [193] inflateHuffmanBlock (lodepng.c:1298 @ 16a59) [379] rasterize (draw.c:293 @ 54e8)
 [417] fast_line_intersect (clipping_xy.c:138 @ c95b) [222] inflateHuffmanBlock (lodepng.c:1301 @ 16a80) [258] rasterize (draw.c:293 @ 54f2)
 [418] fast_line_intersect (clipping_xy.c:137 @ c95f) [284] inflateHuffmanBlock (lodepng.c:1305 @ 16a9e) [259] rasterize (draw.c:291 @ 54f7)
 [557] fill_model_matrix (draw.c:175 @ 4e20) [438] inflateHuffmanBlock (lodepng.c:1306 @ 16ab0) [260] rasterize (draw.c:300 @ 5523)
 [585] fill_slider (menu.c:73 @ db10) [439] inflateHuffmanBlock (lodepng.c:1307 @ 16ace) [261] rasterize (draw.c:301 @ 5572)
 [319] fill_slider (menu.c:88 @ dca1) [440] inflateHuffmanBlock (lodepng.c:1309 @ 16ae2) [381] rasterize (draw.c:304 @ 557a)
 [320] fill_slider (menu.c:93 @ dce8) [441] inflateHuffmanBlock (lodepng.c:1310 @ 16aff) [460] rasterize (draw.c:265 @ 56f8)
 [554] fill_triangle_color (fill_triangle2.c:69 @ b520) [442] inflateHuffmanBlock (lodepng.c:1312 @ 16b0f) [461] rasterize (draw.c:326 @ 5703)
 [419] fill_triangle_color (fill_triangle2.c:130 @ b718) [443] inflateHuffmanBlock (lodepng.c:1313 @ 16b46) [382] rasterize (draw.c:265 @ 5709)
 [420] fill_triangle_color (fill_triangle2.c:134 @ b71b) [353] inflateHuffmanBlock (lodepng.c:1314 @ 16b53) [201] rasterize (draw.c:328 @ 5715)
 [321] fill_triangle_color (fill_triangle2.c:135 @ b735) [105] inflateHuffmanBlock (lodepng.c:1315 @ 16b5f) [202] readBits (lodepng.c:574 @ 15499)
 [240] fill_triangle_color (fill_triangle2.c:134 @ b760) [194] inflateHuffmanBlock (lodepng.c:1314 @ 16b9d) [289] readBits (lodepng.c:575 @ 154a9)
 [241] fill_triangle_color (fill_triangle2.c:136 @ b762) [444] inflateHuffmanBlock (lodepng.c:1269 @ 16bac) [290] readBits (lodepng.c:576 @ 154bf)
 [170] fill_triangle_color (fill_triangle2.c:134 @ b765) [172] inflateHuffmanBlock (lodepng.c:1318 @ 16bae) [462] readBits (lodepng.c:578 @ 154d5)
  [90] fill_triangle_color (fill_triangle2.c:135 @ b76b) [445] inflateHuffmanBlock (lodepng.c:1269 @ 16be4) [544] reading (get_next_line.c:16 @ f5a0)
 [145] fill_triangle_color (fill_triangle2.c:139 @ b778) [446] inflateHuffmanBlock (lodepng.c:1320 @ 16be6) [463] reading (get_next_line.c:28 @ f5e5)
 [156] fill_triangle_color (fill_triangle2.c:140 @ b77f) [195] inflateHuffmanBlock (lodepng.c:1325 @ 16c0d) [464] reading (get_next_line.c:32 @ f5e7)
 [116] fill_triangle_color (fill_triangle2.c:141 @ b787) [591] init_basic_data_mesh (init.c:129 @ e730) [203] reading (get_next_line.c:34 @ f5ed)
 [146] fill_triangle_color (fill_triangle2.c:143 @ b78f) [558] init_day_light (draw.c:207 @ 4f90) [610] reset_camera (utils1.c:18 @ 76e0)
  [22] fill_triangle_color (fill_triangle2.c:143 @ b79c) [587] init_entry_widget (menu.c:48 @ d970) [611] reset_pixel_buffer (utils1.c:42 @ 7840)
  [80] fill_triangle_color (fill_triangle2.c:142 @ b7a3) [604] init_hooks (init.c:66 @ e560) [16] reset_pixel_buffer_main (main.c:106 @ 3354)
 [157] fill_triangle_color (fill_triangle2.c:143 @ b7a5) [605] init_main (init.c:47 @ e3c0) [15] reset_pixel_buffer_main (main.c:107 @ 3357)
 [322] fill_triangle_color (fill_triangle2.c:145 @ b7aa) [606] init_menu (menu_public.c:49 @ dfa0) [262] reset_pixel_buffer_main (main.c:108 @ 335b)
 [210] fill_triangle_color (fill_triangle2.c:147 @ b7b4) [607] init_menu_widgets (init.c:76 @ e600) [224] reset_pixel_buffer_main (main.c:109 @ 335f)
 [147] fill_triangle_color (fill_triangle2.c:148 @ b7bb) [168] inner_loop (fill_triangle.c:139 @ ae66) [151] reset_pixel_buffer_main (main.c:104 @ 3367)
 [135] fill_triangle_color (fill_triangle2.c:130 @ b7bf) [84] inner_loop (fill_triangle.c:141 @ ae75) [97] reset_pixel_buffer_main (main.c:109 @ 336b)
 [102] fill_triangle_color (fill_triangle2.c:134 @ b840) [447] inner_loop (fill_triangle.c:139 @ af36) [119] reset_pixel_buffer_main (main.c:104 @ 3373)
 [136] fill_triangle_color (fill_triangle2.c:136 @ b844) [354] inner_loop (fill_triangle.c:155 @ af92) [465] reverseBits (lodepng.c:581 @ 154d7)
 [323] fill_triangle_color (fill_triangle2.c:130 @ b848) [448] inner_loop (fill_triangle.c:160 @ af9e) [383] reverseBits (lodepng.c:584 @ 154ec)
 [158] fill_triangle_color (fill_triangle2.c:135 @ b84b) [449] inner_loop (fill_triangle.c:155 @ afa6) [561] rot_matx_4x4 (init_matrix.c:117 @ 9f80)
 [159] fill_triangle_color (fill_triangle2.c:139 @ b854) [355] inner_loop (fill_triangle.c:139 @ afad) [562] rot_maty_4x4 (init_matrix.c:137 @ a010)
  [87] fill_triangle_color (fill_triangle2.c:140 @ b858) [285] inner_loop (fill_triangle.c:155 @ afb0) [563] rot_matz_4x4 (init_matrix.c:157 @ a0c0)
 [137] fill_triangle_color (fill_triangle2.c:141 @ b860) [450] inner_loop (fill_triangle.c:154 @ afbb) [564] scale_matrix (init_matrix.c:37 @ 9df0)
 [138] fill_triangle_color (fill_triangle2.c:143 @ b868) [18] inner_loop (fill_triangle.c:142 @ afc0) [384] scale_to_screen (draw.c:156 @ 5514)
  [46] fill_triangle_color (fill_triangle2.c:142 @ b86d) [37] inner_loop (fill_triangle.c:146 @ afc9) [385] sort_buffer (get_next_line_utils.c:94 @ 101d9)
  [43] fill_triangle_color (fill_triangle2.c:143 @ b873) [53] inner_loop (fill_triangle.c:143 @ afd0) [386] sort_buffer (get_next_line_utils.c:95 @ 101df)
 [160] fill_triangle_color (fill_triangle2.c:142 @ b87a) [54] inner_loop (fill_triangle.c:148 @ afd2) [466] sort_buffer (get_next_line_utils.c:97 @ 101e5)
 [178] fill_triangle_color (fill_triangle2.c:143 @ b87c) [36] inner_loop (fill_triangle.c:144 @ afd4) [467] sort_buffer (get_next_line_utils.c:98 @ 101ea)
 [103] fill_triangle_color (fill_triangle2.c:145 @ b881) [32] inner_loop (fill_triangle.c:143 @ afd7) [387] sort_buffer (get_next_line_utils.c:101 @ 10348)
 [139] fill_triangle_color (fill_triangle2.c:147 @ b887) [223] inner_loop (fill_triangle.c:148 @ afda) [535] sort_vertexes_for_y (fill_triangle.c:17 @ a9f0)
 [179] fill_triangle_color (fill_triangle2.c:148 @ b88d) [73] inner_loop (fill_triangle.c:144 @ afde) [468] sort_vertexes_for_y (fill_triangle.c:25 @ aa1f)
 [161] fill_triangle_color (fill_triangle2.c:130 @ b891) [20] inner_loop (fill_triangle.c:149 @ afe3) [469] sort_vertexes_for_y (fill_triangle.c:26 @ aa33)
 [324] fill_triangle_color (fill_triangle2.c:169 @ b95d) [65] inner_loop (fill_triangle.c:146 @ afef) [546] str_to_double (obj_parser.c:88 @ 85e0)
 [421] fill_triangle_color (fill_triangle2.c:180 @ b9ab) [10] inner_loop (fill_triangle.c:149 @ aff3) [565] translation_matrix (init_matrix.c:77 @ 9ed0)
 [422] fill_triangle_color (fill_triangle2.c:181 @ b9af) [12] inner_loop (fill_triangle.c:146 @ aff6) [204] unfilterScanline (lodepng.c:4390 @ 1c26a)
 [162] fill_triangle_color (fill_triangle2.c:199 @ ba50) [13] inner_loop (fill_triangle.c:147 @ affa) [470] unfilterScanline (lodepng.c:4491 @ 1d1b2)
 [100] fill_triangle_color (fill_triangle2.c:204 @ ba58) [6] inner_loop (fill_triangle.c:148 @ b00c) [205] unfilterScanline (lodepng.c:4492 @ 1d1bf)
  [85] fill_triangle_color (fill_triangle2.c:202 @ ba5e) [24] inner_loop (fill_triangle.c:149 @ b012) [76] unfilterScanline (lodepng.c:4493 @ 1d1e7)
