Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
[616]    0.0    0.00    0.00       1         mtl_len (obj_parser.c:364 @ 91a0) [616]
-----------------------------------------------
                0.00    0.00       1/1           init_main (init.c:48 @ e3ef) [3660]
[617]    0.0    0.00    0.00       1         reset_camera (utils1.c:18 @ 76e0) [617]
-----------------------------------------------
                0.00    0.00       1/1           init_menu (menu_public.c:56 @ e01b) [3689]
[618]    0.0    0.00    0.00       1         reset_pixel_buffer (utils1.c:42 @ 7840) [618]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [393] HuffmanTree_makeFromLengths (lodepng.c:832 @ 15e31) [217] fill_triangle_color (fill_triangle2.c:207 @ bbb2) [177] inner_loop (fill_triangle.c:144 @ b437)
 [394] HuffmanTree_makeFromLengths (lodepng.c:833 @ 15e3e) [142] fill_triangle_color (fill_triangle2.c:208 @ bbb5) [355] inner_loop (fill_triangle.c:142 @ b43d)
 [275] HuffmanTree_makeTable (lodepng.c:696 @ 15792) [186] fill_triangle_color (fill_triangle2.c:209 @ bbba) [15] inner_loop (fill_triangle.c:146 @ b441)
 [276] HuffmanTree_makeTable (lodepng.c:703 @ 157f4) [80] fill_triangle_color (fill_triangle2.c:197 @ bbbe) [121] inner_loop (fill_triangle.c:143 @ b447)
 [395] HuffmanTree_makeTable (lodepng.c:728 @ 15928) [544] fill_triangle_texture (fill_triangle.c:166 @ ab00) [42] inner_loop (fill_triangle.c:148 @ b449)
 [396] HuffmanTree_makeTable (lodepng.c:729 @ 1593e) [257] fill_triangle_texture (fill_triangle.c:204 @ ada8) [30] inner_loop (fill_triangle.c:144 @ b44b)
 [101] _init                 [428] fill_triangle_texture (fill_triangle.c:205 @ adb2) [100] inner_loop (fill_triangle.c:143 @ b44e)
 [592] add_menu_widget (menu_public.c:61 @ e040) [320] fill_triangle_texture (fill_triangle.c:207 @ adbc) [61] inner_loop (fill_triangle.c:148 @ b451)
 [596] add_obj_file_meshes (main.c:197 @ 36a0) [321] fill_triangle_texture (fill_triangle.c:208 @ adc5) [32] inner_loop (fill_triangle.c:144 @ b456)
 [584] add_vec3 (vec3.c:213 @ 6370) [429] fill_triangle_texture (fill_triangle.c:207 @ adca) [33] inner_loop (fill_triangle.c:149 @ b45b)
 [397] advanceBits (lodepng.c:568 @ 1545b) [430] fill_triangle_texture (fill_triangle.c:209 @ adcf) [44] inner_loop (fill_triangle.c:146 @ b467)
 [108] advanceBits (lodepng.c:569 @ 15467) [143] fill_triangle_texture (fill_triangle.c:207 @ add3) [9] inner_loop (fill_triangle.c:149 @ b46b)
 [135] advanceBits (lodepng.c:570 @ 1547f) [322] fill_triangle_texture (fill_triangle.c:209 @ ade3) [11] inner_loop (fill_triangle.c:146 @ b46e)
 [247] advanceBits (lodepng.c:571 @ 15496) [323] fill_triangle_texture (fill_triangle.c:216 @ adf7) [23] inner_loop (fill_triangle.c:147 @ b472)
 [540] append_buffer (get_next_line_utils.c:105 @ 10190) [431] fill_triangle_texture (fill_triangle.c:216 @ ae07) [4] inner_loop (fill_triangle.c:148 @ b480)
 [277] append_buffer (get_next_line_utils.c:126 @ 103bc) [432] fill_triangle_texture (fill_triangle.c:211 @ ae37) [34] inner_loop (fill_triangle.c:149 @ b487)
 [597] arr_append (arr_append.c:20 @ fc10) [218] fill_triangle_texture (fill_triangle.c:240 @ ae51) [28] inner_loop (fill_triangle.c:152 @ b48c)
 [272] call_clipping_xy (clipping_xy.c:250 @ ca40) [433] fill_triangle_texture (fill_triangle.c:243 @ ae59) [178] inner_loop (fill_triangle.c:157 @ b492)
 [196] call_clipping_xy (clipping_xy.c:257 @ ca69) [434] fill_triangle_texture (fill_triangle.c:244 @ ae5b) [86] inner_loop (fill_triangle.c:153 @ b495)
 [278] call_clipping_xy (clipping_xy.c:261 @ ca8a) [435] fill_triangle_texture (fill_triangle.c:243 @ ae5f) [53] inner_loop (fill_triangle.c:154 @ b49a)
 [398] call_clipping_xy (clipping_xy.c:262 @ cfb0) [258] fill_triangle_texture (fill_triangle.c:246 @ af3f) [71] inner_loop (fill_triangle.c:155 @ b49e)
 [399] call_clipping_xy (clipping_xy.c:264 @ cfc3) [128] fill_triangle_texture (fill_triangle.c:247 @ af43) [238] inner_loop (fill_triangle.c:154 @ b4a3)
 [400] call_clipping_xy (clipping_xy.c:258 @ cfc5) [219] fill_triangle_texture (fill_triangle.c:202 @ af55) [35] inner_loop (fill_triangle.c:157 @ b4ac)
 [136] call_clipping_xy (clipping_xy.c:268 @ d0c8) [269] fill_triangle_texture (fill_triangle.c:252 @ b0e8) [149] inner_loop (fill_triangle.c:154 @ b4b0)
 [606] clean_mlx (cleanup.c:4 @ e7d0) [220] fill_triangle_texture (fill_triangle.c:265 @ b21c) [7] inner_loop (fill_triangle.c:157 @ b4b5)
 [550] cleanup (get_next_line_utils.c:16 @ fd00) [324] fill_triangle_texture (fill_triangle.c:266 @ b226) [150] inner_loop (fill_triangle.c:156 @ b4c6)
 [607] cleanup_exit (cleanup.c:31 @ e870) [325] fill_triangle_texture (fill_triangle.c:270 @ b252) [76] inner_loop (fill_triangle.c:157 @ b4ca)
 [401] clipp_loop (clipping_xy.c:241 @ cbc6) [221] fill_triangle_texture (fill_triangle.c:270 @ b27c) [1] inner_loop (fill_triangle.c:156 @ b4ce)
 [270] clipping_xy (clipping_xy.c:198 @ cd21) [171] fill_triangle_texture (fill_triangle.c:270 @ b29e) [12] inner_loop (fill_triangle.c:160 @ b4d8)
 [271] clipping_z_near (clipping_z.c:126 @ c3a0) [115] fill_triangle_texture (fill_triangle.c:271 @ b2a2) [122] inner_loop (fill_triangle.c:139 @ b4dc)
 [279] clipping_z_near (clipping_z.c:126 @ c3d5) [326] fill_triangle_texture (fill_triangle.c:276 @ b2b2) [46] inner_loop (fill_triangle.c:161 @ b4df)
 [163] clipping_z_near (clipping_z.c:126 @ c3e9) [327] fill_triangle_texture (fill_triangle.c:285 @ b2bd) [63] inner_loop (fill_triangle.c:159 @ b4e2)
 [402] clipping_z_near (clipping_z.c:137 @ c419) [328] fill_triangle_texture (fill_triangle.c:286 @ b2bf) [21] inner_loop (fill_triangle.c:160 @ b4e5)
 [403] clipping_z_near (clipping_z.c:136 @ c422) [222] fill_triangle_texture (fill_triangle.c:281 @ b2c5) [129] inner_loop (fill_triangle.c:161 @ b4eb)
 [137] clipping_z_near (clipping_z.c:193 @ c46e) [436] fill_triangle_texture (fill_triangle.c:289 @ b3b2) [356] inner_loop (fill_triangle.c:139 @ b4f1)
 [608] close_menu (menu_open_close.c:19 @ dd20) [187] fill_triangle_texture (fill_triangle.c:290 @ b3b6) [587] is_buffer_all_zeros (ft_realloc_copy_until_zeroed.c:16 @ faa0)
 [404] count_inside_points (clipping_xy.c:156 @ cac8) [329] fill_triangle_texture (fill_triangle.c:259 @ b3c8) [583] key_hook (key_handlers.c:113 @ d580)
 [405] count_inside_points (clipping_xy.c:162 @ cacb) [609] free_fps_digit_textures (fps.c:57 @ 3c20) [561] line_zplane_intersection (clipping_z.c:39 @ bc20)
 [280] count_inside_points (clipping_xy.c:158 @ cacd) [610] free_menu (menu_public.c:19 @ deb0) [357] line_zplane_intersection (clipping_z.c:52 @ bcf5)
 [197] count_inside_points (clipping_xy.c:156 @ cad6) [546] ft_atoi (ft_atoi.c:23 @ ee50) [600] load_obj_file (obj_parser.c:540 @ 9a30)
 [406] count_inside_points (clipping_xy.c:162 @ cae0) [562] ft_bzero (ft_bzero.c:16 @ e9f0) [358] lodepng_crc32 (lodepng.c:2667 @ 176ab)
 [281] count_inside_points (clipping_xy.c:158 @ cae3) [542] ft_calloc (ft_calloc.c:16 @ eef0) [359] lodepng_crc32 (lodepng.c:2668 @ 176cf)
 [407] count_inside_points (clipping_xy.c:160 @ cae7) [437] ft_calloc (ft_calloc.c:24 @ ef0c) [360] lodepng_memcpy (lodepng.c:121 @ 1482a)
 [282] count_inside_points (clipping_xy.c:156 @ caf3) [438] ft_calloc (ft_calloc.c:25 @ ef17) [18] lodepng_memcpy (lodepng.c:123 @ 1483e)
 [283] count_inside_points (clipping_xy.c:156 @ cb69) [594] ft_free (ft_free.c:16 @ fcd0) [261] lodepng_memcpy (lodepng.c:124 @ 14872)
 [164] count_inside_points (clipping_xy.c:162 @ cb84) [548] ft_free_2darr (ft_free_2darr.c:16 @ fbb0) [361] lodepng_memset (lodepng.c:127 @ 14876)
 [284] count_inside_points (clipping_xy.c:157 @ cc47) [590] ft_free_img (utils1.c:34 @ 7800) [22] lodepng_memset (lodepng.c:129 @ 14889)
 [285] count_inside_points (clipping_xy.c:156 @ cc52) [576] ft_hook (main.c:143 @ 32a0) [601] make_mesh_render_rdy (init.c:86 @ e6a0)
 [286] count_inside_points (clipping_xy.c:160 @ cdd0) [541] ft_isdigit (ft_isdigit.c:14 @ e910) [565] mat4x4_mult_mat4x4 (matrix_mult.c:27 @ a4c0)
 [287] count_inside_points (clipping_xy.c:162 @ cdf1) [109] ft_memcpy (ft_memcpy.c:16 @ ea20) [569] matrix_look_at (init_matrix.c:219 @ a3f0)
 [288] count_inside_points (clipping_xy.c:160 @ ce27) [223] ft_memcpy (ft_memcpy.c:28 @ ea3f) [81] matrix_mult_vec3_4x4 (matrix_mult.c:61 @ a890)
 [289] count_inside_points (clipping_xy.c:160 @ ce68) [144] ft_memcpy (ft_memcpy.c:31 @ ea78) [45] matrix_mult_vec3_4x4 (matrix_mult.c:62 @ a8a2)
 [290] count_inside_points (clipping_xy.c:158 @ ce88) [172] ft_memcpy (ft_memcpy.c:29 @ ea98) [91] matrix_mult_vec3_4x4 (matrix_mult.c:63 @ a8f1)
 [291] count_inside_points (clipping_xy.c:160 @ cecf) [90] ft_memcpy (ft_memcpy.c:28 @ eaa2) [92] matrix_mult_vec3_4x4 (matrix_mult.c:64 @ a914)
 [292] count_inside_points (clipping_xy.c:156 @ d101) [145] ft_memcpy (ft_memcpy.c:29 @ ead3) [77] matrix_mult_vec3_4x4 (matrix_mult.c:65 @ a938)
 [293] count_inside_points (clipping_xy.c:163 @ d12b) [439] ft_memcpy (ft_memcpy.c:28 @ eafa) [151] matrix_mult_vec3_4x4 (matrix_mult.c:66 @ a95f)
 [248] cpy_triangle_data_rasterize (draw.c:240 @ 5448) [440] ft_memcpy (ft_memcpy.c:29 @ eb03) [570] matrix_point_at (init_matrix.c:179 @ a140)
 [198] cpy_triangle_data_rasterize (draw.c:244 @ 54b8) [146] ft_memcpy (ft_memcpy.c:29 @ eb15) [577] menu_handler (menu_public.c:36 @ df50)
 [124] cpy_triangle_data_rasterize (draw.c:242 @ 54cf) [441] ft_memcpy (ft_memcpy.c:29 @ eb27) [616] mtl_len (obj_parser.c:364 @ 91a0)
 [294] cpy_triangle_data_rasterize (draw.c:244 @ 54d3) [442] ft_memcpy (ft_memcpy.c:28 @ eb2f) [554] my_str_cpy (get_next_line_utils.c:64 @ fe30)
 [134] cross_product (vec3.c:99 @ 5f90) [330] ft_memcpy (ft_memcpy.c:28 @ eb41) [78] my_str_cpy (get_next_line_utils.c:70 @ 10358)
 [408] cross_product (vec3.c:106 @ 5fb2) [331] ft_memcpy (ft_memcpy.c:29 @ eb4b) [239] my_str_cpy (get_next_line_utils.c:70 @ 10380)
 [409] cross_product (vec3.c:102 @ 5fbb) [116] ft_memcpy (ft_memcpy.c:29 @ eb5d) [158] my_str_cpy (get_next_line_utils.c:71 @ 10383)
 [295] cross_product (vec3.c:107 @ 5fe5) [259] ft_memcpy (ft_memcpy.c:29 @ eb6f) [130] my_str_cpy (get_next_line_utils.c:74 @ 10386)
 [296] cross_product (vec3.c:104 @ 5fe6) [260] ft_memcpy (ft_memcpy.c:28 @ eb77) [192] my_str_cpy (get_next_line_utils.c:74 @ 103a4)
 [580] cursor_hook (key_handlers.c:152 @ d830) [224] ft_memcpy (ft_memcpy.c:28 @ ec0a) [453] my_str_cpy (get_next_line_utils.c:83 @ 103b3)
 [591] cursor_menu (menu_hooks.c:65 @ e2e0) [556] ft_powint (ft_powint.c:16 @ f820) [363] my_str_cpy (get_next_line_utils.c:75 @ 10410)
 [581] display_digit (fps.c:84 @ 3e20) [443] ft_powint (ft_powint.c:24 @ f8da) [240] my_str_cpy (get_next_line_utils.c:74 @ 10415)
 [582] display_fps (fps.c:136 @ 40c0) [444] ft_powint (ft_powint.c:26 @ f8de) [364] my_str_cpy (get_next_line_utils.c:80 @ 10445)
 [274] display_fps_hook (fps.c:170 @ 42b0) [563] ft_put_pixel_fin_index (utils1.c:161 @ 8150) [602] obj_parser_count (obj_parser.c:59 @ 8450)
 [195] dot_prod_unit (vec3.c:110 @ 6010) [549] ft_split (ft_split.c:66 @ f3f0) [603] obj_parser_fill_vertexes (obj_parser.c:118 @ 8730)
 [110] dot_prod_unit (vec3.c:111 @ 601e) [332] ft_split (ft_split.c:79 @ f490) [262] obj_parser_handle_faces (obj_parser.c:334 @ 8efc)
 [297] dot_prod_unit (vec3.c:112 @ 603e) [545] ft_strchr (ft_strchr.c:16 @ ed00) [454] obj_parser_handle_faces (obj_parser.c:331 @ 8f0a)
 [566] draw_mesh (draw.c:336 @ 57a0) [586] ft_strcmp (ft_strncmp.c:34 @ ee00) [604] obj_parser_handle_faces (obj_parser.c:287 @ 90d0)
 [298] draw_mesh (draw.c:367 @ 5970) [519] ft_strjoin (ft_strjoin.c:16 @ ef50) [605] obj_parser_parse_mtl_libs (obj_parser.c:494 @ 9890)
 [103] draw_mesh (draw.c:370 @ 5981) [589] ft_strlcpy (ft_strlcpy.c:16 @ ec90) [65] paethPredictor (lodepng.c:4241 @ 1ba6e)
 [155] draw_mesh (draw.c:372 @ 599e) [273] ft_strlen (ft_strlen.c:16 @ e930) [95] paethPredictor (lodepng.c:4244 @ 1ba87)
 [161] draw_mesh (draw.c:373 @ 59b3) [547] ft_strncmp (ft_strncmp.c:16 @ edb0) [96] paethPredictor (lodepng.c:4245 @ 1ba9c)
 [182] draw_mesh (draw.c:374 @ 59ca) [588] ft_strtrim (ft_strtrim.c:27 @ f1d0) [51] paethPredictor (lodepng.c:4247 @ 1bab1)
   [8] draw_mesh (draw.c:378 @ 59e1) [333] getPixelColorsRGBA8 (lodepng.c:3634 @ 1a23c) [98] paethPredictor (lodepng.c:4249 @ 1bad6)
 [410] draw_mesh (draw.c:379 @ 5ac7) [551] get_current_file (get_next_line_utils.c:38 @ fd80) [72] paethPredictor (lodepng.c:4250 @ 1baef)
  [56] draw_mesh (draw.c:378 @ 5ad2) [578] get_direction (vec3.c:337 @ 6640) [455] paethPredictor (lodepng.c:4251 @ 1bb03)
  [57] draw_mesh (draw.c:379 @ 5ae2) [611] get_fps_digit_texture (fps.c:35 @ 3b90) [557] parse_face_normals (obj_parser.c:207 @ 8b70)
  [36] draw_mesh (draw.c:381 @ 5aea) [552] get_next_line (get_next_line.c:69 @ f6f0) [558] parse_face_vertex (obj_parser.c:182 @ 8a50)
 [299] draw_mesh (draw.c:389 @ 5b88) [334] get_str_count (ft_split.c:33 @ f441) [528] parse_mtl (obj_parser.c:421 @ 9320)
 [183] draw_mesh (draw.c:389 @ 5b9f) [445] get_unset_last_used_index (clipping_xy.c:54 @ cfce) [456] peekBits (lodepng.c:562 @ 15433)
 [411] draw_mesh (draw.c:407 @ 5bda) [117] get_unset_last_used_index (clipping_xy.c:54 @ d018) [123] peekBits (lodepng.c:564 @ 1543f)
 [412] draw_mesh (draw.c:390 @ 5be2) [225] get_unset_last_used_index (clipping_xy.c:56 @ d022) [457] peekBits (lodepng.c:565 @ 15459)
 [413] draw_mesh (draw.c:390 @ 5c07) [335] get_unset_used_index (clipping_xy.c:73 @ cadd) [539] projection_matrix (init_matrix.c:57 @ 9e80)
 [300] draw_mesh (draw.c:391 @ 5c0b) [64] get_unset_used_index (clipping_xy.c:71 @ cbcf) [89] rasterize (draw.c:251 @ 5280)
 [414] draw_mesh (draw.c:393 @ 5c17) [49] get_unset_used_index (clipping_xy.c:69 @ cbe2) [365] rasterize (draw.c:251 @ 52e9)
 [199] draw_mesh (draw.c:416 @ 5c4b) [27] get_unset_used_index (clipping_xy.c:71 @ cbeb) [458] rasterize (draw.c:259 @ 5333)
 [249] draw_mesh (draw.c:419 @ 5c6e) [226] get_unset_used_index (clipping_xy.c:68 @ d287) [194] rasterize (draw.c:261 @ 533b)
 [125] draw_mesh (draw.c:417 @ 5c7b) [579] handle_movement_per_frame (main.c:27 @ 2e00) [241] rasterize (draw.c:265 @ 5349)
 [200] draw_mesh (draw.c:417 @ 5c88) [585] handle_open_menu (menu.c:103 @ dbf0) [366] rasterize (draw.c:264 @ 53ac)
  [40] draw_mesh (draw.c:421 @ 5c91) [173] huffmanDecodeSymbol (lodepng.c:1073 @ 15ffe) [367] rasterize (draw.c:270 @ 53da)
 [301] draw_mesh (draw.c:367 @ 5cf7) [174] huffmanDecodeSymbol (lodepng.c:1074 @ 16012) [368] rasterize (draw.c:278 @ 5401)
 [201] ensureBits25 (lodepng.c:525 @ 15085) [85] huffmanDecodeSymbol (lodepng.c:1075 @ 16027) [369] rasterize (draw.c:285 @ 5421)
 [202] ensureBits25 (lodepng.c:528 @ 150b3) [227] huffmanDecodeSymbol (lodepng.c:1076 @ 16040) [263] rasterize (draw.c:286 @ 5456)
 [165] ensureBits32 (lodepng.c:542 @ 15216) [336] huffmanDecodeSymbol (lodepng.c:1077 @ 16059) [242] rasterize (draw.c:293 @ 54e8)
 [203] ensureBits32 (lodepng.c:543 @ 15222) [337] huffmanDecodeSymbol (lodepng.c:1078 @ 16060) [459] rasterize (draw.c:293 @ 54f2)
 [250] ensureBits32 (lodepng.c:544 @ 15232) [338] huffmanDecodeSymbol (lodepng.c:1081 @ 16079) [460] rasterize (draw.c:291 @ 54f7)
 [415] ensureBits32 (lodepng.c:545 @ 1523e) [339] huffmanDecodeSymbol (lodepng.c:1083 @ 160a6) [461] rasterize (draw.c:301 @ 5572)
  [87] ensureBits32 (lodepng.c:546 @ 15250) [598] ident_mat_4x4 (init_matrix.c:97 @ 9f30) [462] rasterize (draw.c:304 @ 557a)
 [111] ensureBits32 (lodepng.c:547 @ 15283) [340] inflateHuffmanBlock (lodepng.c:1260 @ 1686f) [371] rasterize (draw.c:306 @ 55dc)
 [416] ensureBits32 (lodepng.c:546 @ 1529e) [228] inflateHuffmanBlock (lodepng.c:1261 @ 16883) [372] rasterize (draw.c:310 @ 5618)
 [204] ensureBits32 (lodepng.c:547 @ 152a0) [446] inflateHuffmanBlock (lodepng.c:1262 @ 1689f) [463] rasterize (draw.c:304 @ 56e9)
 [166] ensureBits32 (lodepng.c:546 @ 152bf) [341] inflateHuffmanBlock (lodepng.c:1264 @ 168ab) [464] rasterize (draw.c:326 @ 56f2)
 [138] ensureBits32 (lodepng.c:548 @ 152c6) [447] inflateHuffmanBlock (lodepng.c:1265 @ 168da) [465] rasterize (draw.c:265 @ 56f8)
  [99] ensureBits32 (lodepng.c:549 @ 152e3) [448] inflateHuffmanBlock (lodepng.c:1267 @ 168f6) [466] rasterize (draw.c:326 @ 5703)
 [417] ensureBits32 (lodepng.c:559 @ 15430) [449] inflateHuffmanBlock (lodepng.c:1268 @ 16902) [373] rasterize (draw.c:328 @ 5715)
 [567] fill_model_matrix (draw.c:175 @ 4e20) [188] inflateHuffmanBlock (lodepng.c:1275 @ 16956) [374] readBits (lodepng.c:575 @ 154a9)
 [593] fill_slider (menu.c:73 @ db10) [450] inflateHuffmanBlock (lodepng.c:1278 @ 1697b) [152] readBits (lodepng.c:576 @ 154bf)
 [418] fill_slider (menu.c:91 @ dc9d) [342] inflateHuffmanBlock (lodepng.c:1279 @ 169a0) [467] readBits (lodepng.c:578 @ 154d5)
 [419] fill_slider (menu.c:90 @ dc9f) [229] inflateHuffmanBlock (lodepng.c:1281 @ 169a9) [553] reading (get_next_line.c:16 @ f5a0)
 [302] fill_slider (menu.c:88 @ dcac) [343] inflateHuffmanBlock (lodepng.c:1286 @ 169db) [468] reading (get_next_line.c:28 @ f5e5)
 [564] fill_triangle_color (fill_triangle2.c:69 @ b520) [344] inflateHuffmanBlock (lodepng.c:1287 @ 169ef) [469] reading (get_next_line.c:32 @ f5e7)
 [303] fill_triangle_color (fill_triangle2.c:110 @ b6c3) [230] inflateHuffmanBlock (lodepng.c:1295 @ 16a3b) [617] reset_camera (utils1.c:18 @ 76e0)
 [304] fill_triangle_color (fill_triangle2.c:130 @ b741) [231] inflateHuffmanBlock (lodepng.c:1298 @ 16a59) [618] reset_pixel_buffer (utils1.c:42 @ 7840)
 [420] fill_triangle_color (fill_triangle2.c:134 @ b760) [175] inflateHuffmanBlock (lodepng.c:1299 @ 16a77) [375] reset_pixel_buffer (utils1.c:57 @ 789b)
 [421] fill_triangle_color (fill_triangle2.c:136 @ b762) [345] inflateHuffmanBlock (lodepng.c:1301 @ 16a80) [243] reset_pixel_buffer_main (main.c:108 @ 3350)
 [205] fill_triangle_color (fill_triangle2.c:134 @ b765) [346] inflateHuffmanBlock (lodepng.c:1305 @ 16a9e) [13] reset_pixel_buffer_main (main.c:107 @ 3354)
 [167] fill_triangle_color (fill_triangle2.c:135 @ b76b) [232] inflateHuffmanBlock (lodepng.c:1306 @ 16ab0) [10] reset_pixel_buffer_main (main.c:108 @ 3357)
 [168] fill_triangle_color (fill_triangle2.c:139 @ b778) [347] inflateHuffmanBlock (lodepng.c:1307 @ 16ace) [84] reset_pixel_buffer_main (main.c:109 @ 335b)
 [184] fill_triangle_color (fill_triangle2.c:140 @ b77f) [233] inflateHuffmanBlock (lodepng.c:1309 @ 16ae2) [79] reset_pixel_buffer_main (main.c:104 @ 3365)
 [305] fill_triangle_color (fill_triangle2.c:141 @ b787) [348] inflateHuffmanBlock (lodepng.c:1312 @ 16b0f) [470] reverseBits (lodepng.c:581 @ 154d7)
 [251] fill_triangle_color (fill_triangle2.c:143 @ b78f) [118] inflateHuffmanBlock (lodepng.c:1315 @ 16b5f) [376] reverseBits (lodepng.c:584 @ 154ec)
 [206] fill_triangle_color (fill_triangle2.c:142 @ b795) [176] inflateHuffmanBlock (lodepng.c:1314 @ 16b9d) [571] rot_matx_4x4 (init_matrix.c:117 @ 9f80)
  [48] fill_triangle_color (fill_triangle2.c:143 @ b79c) [234] inflateHuffmanBlock (lodepng.c:1318 @ 16bae) [572] rot_maty_4x4 (init_matrix.c:137 @ a010)
 [156] fill_triangle_color (fill_triangle2.c:142 @ b7a3) [235] inflateHuffmanBlock (lodepng.c:1325 @ 16c0d) [573] rot_matz_4x4 (init_matrix.c:157 @ a0c0)
 [252] fill_triangle_color (fill_triangle2.c:143 @ b7a5) [349] inflateHuffmanBlock (lodepng.c:1329 @ 16c60) [574] scale_matrix (init_matrix.c:37 @ 9df0)
 [422] fill_triangle_color (fill_triangle2.c:145 @ b7aa) [350] inflateHuffmanBlock (lodepng.c:1255 @ 16cb1) [377] scale_to_screen (draw.c:156 @ 5514)
 [253] fill_triangle_color (fill_triangle2.c:147 @ b7b4) [599] init_basic_data_mesh (init.c:129 @ e730) [244] scale_to_screen (draw.c:162 @ 5545)
 [254] fill_triangle_color (fill_triangle2.c:148 @ b7bb) [568] init_day_light (draw.c:207 @ 4f90) [245] sort_buffer (get_next_line_utils.c:92 @ 101b3)
 [306] fill_triangle_color (fill_triangle2.c:130 @ b7bf) [595] init_entry_widget (menu.c:48 @ d970) [543] sort_vertexes_for_y (fill_triangle.c:17 @ a9f0)
 [307] fill_triangle_color (fill_triangle2.c:135 @ b81b) [612] init_hooks (init.c:66 @ e560) [378] sort_vertexes_for_y (fill_triangle.c:26 @ aa40)
 [308] fill_triangle_color (fill_triangle2.c:134 @ b840) [613] init_main (init.c:47 @ e3c0) [379] sort_vertexes_for_y (fill_triangle.c:31 @ aa84)
 [112] fill_triangle_color (fill_triangle2.c:136 @ b844) [614] init_menu (menu_public.c:49 @ dfa0) [380] sort_vertexes_for_y (fill_triangle.c:35 @ aab5)
 [207] fill_triangle_color (fill_triangle2.c:130 @ b848) [615] init_menu_widgets (init.c:76 @ e600) [179] sort_vertexes_for_y (fill_triangle.c:36 @ aac2)
 [169] fill_triangle_color (fill_triangle2.c:135 @ b84b) [351] inner_loop (fill_triangle.c:157 @ ad17) [381] sort_vertexes_for_y (fill_triangle.c:40 @ aaf0)
 [104] fill_triangle_color (fill_triangle2.c:139 @ b854) [352] inner_loop (fill_triangle.c:144 @ ad1f) [555] str_to_double (obj_parser.c:88 @ 85e0)
 [208] fill_triangle_color (fill_triangle2.c:140 @ b858) [189] inner_loop (fill_triangle.c:139 @ ae66) [575] translation_matrix (init_matrix.c:77 @ 9ed0)
 [170] fill_triangle_color (fill_triangle2.c:141 @ b860) [147] inner_loop (fill_triangle.c:141 @ ae75) [382] unfilterScanline (lodepng.c:4390 @ 1c26a)
 [209] fill_triangle_color (fill_triangle2.c:143 @ b868) [451] inner_loop (fill_triangle.c:160 @ af9e) [193] unfilterScanline (lodepng.c:4492 @ 1d1bf)
  [47] fill_triangle_color (fill_triangle2.c:142 @ b86d) [452] inner_loop (fill_triangle.c:155 @ afa6) [73] unfilterScanline (lodepng.c:4493 @ 1d1e7)
  [43] fill_triangle_color (fill_triangle2.c:143 @ b873) [19] inner_loop (fill_triangle.c:142 @ afc0) [383] unfilterScanline (lodepng.c:4494 @ 1d24f)
 [126] fill_triangle_color (fill_triangle2.c:142 @ b87a) [38] inner_loop (fill_triangle.c:146 @ afc9) [153] unfilterScanline (lodepng.c:4495 @ 1d277)
